step,t_hours,phase,isDay,sunDirX,sunDirY,sunDirZ,sunElevDeg,sunAzimDeg,moonDirX,moonDirY,moonDirZ,moonElevDeg,moonAzimDeg,sunCacheX,sunCacheY,sunCacheZ,moonCacheX,moonCacheY,moonCacheZ,sunLocX,sunLocY,sunLocZ,moonLocX,moonLocY,moonLocZ,sunDrawScale,moonDrawScale,sunScale,moonScale,sunModA,sunModB,sunModC,moonModA,moonModB,moonModC,moonR,moonG,moonB,moonHex,slopeSunAngle,azimuth,dramaticDiffuse
273,22.829268,2,1,-0.979197,-0.101434,0.175740,10.122,-174.086,0.000000,-0.499889,0.866089,60.007,-90.000,0.978748,0.102510,-0.177605,0.000000,-0.499889,0.866089,-17.878,264399.469,24598.193,324.684,264557.812,24323.840,11.740004,4.500000,1.473170,0.000000,1.366465,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
274,22.912891,2,1,-0.982054,-0.094279,0.163344,9.401,-174.516,0.000000,-0.499889,0.866089,60.007,-90.000,0.981627,0.095383,-0.165258,0.000000,-0.499889,0.866089,-18.886,264401.969,24593.871,324.684,264557.812,24323.840,12.039999,4.500000,1.510801,0.000000,1.381060,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
275,22.996517,2,1,-0.984702,-0.087104,0.150913,8.680,-174.945,0.000000,-0.499889,0.866089,60.007,-90.000,0.984299,0.088236,-0.152875,0.000000,-0.499889,0.866089,-19.821,264404.469,24589.537,324.684,264557.812,24323.840,12.340001,4.500000,1.548433,0.000000,1.395656,3.141593,0.000000,-3.141593,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
276,23.080139,2,1,-0.987140,-0.079911,0.138450,7.958,-175.372,-0.882948,-0.234683,0.406603,23.992,-165.115,0.986762,0.081071,-0.140460,-0.882948,-0.234683,0.406603,-20.683,264406.969,24585.191,541.006,264492.844,24436.414,12.640003,4.500000,1.586063,0.000000,1.410251,3.141593,0.000000,10.513937,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
277,23.163763,2,1,-0.989368,-0.072701,0.125958,7.236,-175.797,-0.902586,-0.215208,0.372860,21.892,-166.589,0.989016,0.073888,-0.128016,-0.902586,-0.215208,0.372860,-21.472,264409.469,24580.836,545.817,264488.062,24444.680,12.939999,4.500000,1.623693,0.000000,1.424846,3.141593,0.000000,10.557722,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
278,23.247387,2,1,-0.991385,-0.065475,0.113439,6.514,-176.221,-0.920505,-0.195322,0.338407,19.780,-168.020,0.991061,0.066690,-0.115544,-0.920505,-0.195322,0.338407,-22.188,264412.000,24576.473,550.207,264483.188,24453.121,13.240001,4.500000,1.661324,0.000000,1.439441,3.141593,0.000000,10.601507,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
279,23.331009,2,1,-0.993191,-0.058235,0.100896,5.791,-176.644,-0.936673,-0.175064,0.303310,17.657,-169.414,0.992897,0.059478,-0.103048,-0.936673,-0.175064,0.303310,-22.830,264414.531,24572.098,554.168,264478.250,24461.721,13.540003,4.500000,1.698954,0.000000,1.454035,3.141593,0.000000,10.645292,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
280,23.414635,2,1,-0.994786,-0.050983,0.088330,5.068,-177.066,-0.951057,-0.154474,0.267636,15.524,-170.774,0.994522,0.052253,-0.090531,-0.951057,-0.154474,0.267636,-23.399,264417.062,24567.717,557.693,264473.188,24470.461,13.839998,4.500000,1.736586,0.000000,1.468631,3.141593,0.000000,10.689078,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
281,23.498259,2,1,-0.996168,-0.043720,0.075747,4.344,-177.487,-0.963631,-0.133589,0.231452,13.383,-172.107,0.995937,0.045017,-0.077994,-0.963631,-0.133589,0.231452,-23.894,264419.594,24563.328,560.773,264468.062,24479.326,14.140001,4.500000,1.774216,0.000000,1.483226,3.141593,0.000000,10.732863,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
282,23.581882,2,1,-0.997338,-0.036447,0.063147,3.620,-177.907,-0.974370,-0.112450,0.194827,11.235,-173.417,0.997141,0.037771,-0.065440,-0.974370,-0.112450,0.194827,-24.316,264422.125,24558.936,563.404,264462.906,24488.299,14.440003,4.500000,1.811847,0.000000,1.497821,3.141593,0.000000,10.776649,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
283,23.665504,2,1,-0.998296,-0.029167,0.050534,2.897,-178.326,-0.983255,-0.091098,0.157832,9.081,-174.707,0.998135,0.030518,-0.052873,-0.983255,-0.091098,0.157832,-24.664,264424.656,24554.537,565.581,264457.656,24497.363,14.739999,4.500000,1.849477,0.000000,1.512416,3.141593,0.000000,10.820434,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
284,23.749128,2,1,-0.999042,-0.021881,0.037910,2.173,-178.745,-0.990268,-0.069571,0.120536,6.923,-175.981,0.998917,0.023257,-0.040295,-0.990268,-0.069571,0.120536,-121.418,264331.031,24453.123,470.818,264356.188,24409.488,15.040001,4.500000,1.887108,0.000000,1.527011,3.141593,0.000000,10.864219,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
285,23.832752,2,1,-0.999574,-0.014590,0.025278,1.448,-179.164,-0.995396,-0.047912,0.083010,4.762,-177.244,0.999488,0.015993,-0.027708,-0.995396,-0.047912,0.083010,-25.137,264429.750,24545.729,568.556,264447.094,24515.693,15.340003,4.500000,1.924739,0.000000,1.541606,3.141593,0.000000,10.908004,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
286,23.916376,2,1,-0.999893,-0.007296,0.012640,0.724,-179.582,-0.998629,-0.026162,0.045328,2.598,-178.499,0.999848,0.008724,-0.015115,-0.998629,-0.026162,0.045328,-25.263,264432.281,24541.322,569.348,264441.750,24524.926,15.639998,4.500000,1.962369,0.000000,1.556201,3.141593,0.000000,10.951790,3.141593,0.000000,0,0,0,#000000,30.000000,180.000000,0.000000
288,24.000000,3,0,1.000000,0.000000,0.000000,0.000,0.000,-1.000000,-0.000000,-0.000000,-0.000,-180.000,1.000000,0.000000,0.000000,-1.000000,-0.000000,-0.000000,-121.797,264339.156,24439.020,473.203,264339.156,24439.020,16.000000,4.500000,0.000000,4.500000,1.570796,3.141593,0.000000,-1.570796,3.141593,0.000000,255,180,151,#FFB497,30.000000,180.000000,0.000000
